text;cleaned_array;cleaned_text;label;topic_name;tsne-2d-one;tsne-2d-two
Если звонить по России сколько будет стоить минута разговора?;['звонить', 'россия', 'сколько', 'стоить', 'минута', 'разговор'];звонить россия сколько стоить минута разговор;2;costs;1.9346966;15.477261
вставила сим в телефон, а она не активна! Как так?;['вставить', 'сим', 'телефон', 'активный'];вставить сим телефон активный;3;sim-cards;6.927536;3.9907036
уточните, пожалуйста. При смене тарифного плана , если он еще не закончил свое действие у меня оплата спишется в полном объеме или как-то перезачтется предыдущий неоконченный месяц? ;['уточнить', 'пожалуйста', 'смена', 'тарифный', 'план', 'ещё', 'закончить', 'свой', 'действие', 'оплата', 'списаться', 'полный', 'объём', 'перезачесться', 'предыдущий', 'неоконченный', 'месяц'];уточнить пожалуйста смена тарифный план ещё закончить свой действие оплата списаться полный объём перезачесться предыдущий неоконченный месяц;5;tariffs;2.035703;-2.6082242
Доброе утречко, Не могли бы высказать во сколько мне будут обходиться сообщения и звонки за границу? У меня тариф Геркулес;['добрый', 'утречко', 'мочь', 'высказать', 'сколько', 'обходиться', 'сообщение', 'звонок', 'граница', 'тариф', 'геркулес'];добрый утречко мочь высказать сколько обходиться сообщение звонок граница тариф геркулес;5;tariffs;1.0312341;1.7134913
"Здравствуйте, у меня тарифный план ""Звони домой"". Сколько стоит 1 минута звонка в Белоруссию?";['здравствуйте', 'тарифный', 'план', 'звонить', 'домой', 'сколько', 'стоить', 'минута', 'звонок', 'белоруссия'];здравствуйте тарифный план звонить домой сколько стоить минута звонок белоруссия;2;costs;1.9896926;9.327927
Уточните, пожалуйста. условия тарифа Плутон. Сколько минут включено?;['уточнить', 'пожалуйста', 'условие', 'тариф', 'плутон', 'сколько', 'минута', 'включить'];уточнить пожалуйста условие тариф плутон сколько минута включить;5;tariffs;-10.159537;-2.5468075
если звонить на Конус сколько будет минута стоить. Мой тариф Аполлон;['звонить', 'конус', 'сколько', 'минута', 'стоить', 'тариф', 'аполлон'];звонить конус сколько минута стоить тариф аполлон;2;costs;1.6293315;6.8665657
"Добрый вечер! Списываются ли деньги в тарифе ""Юпитер"" за пользованием интернетом 3G/LTE за пределами Санкт-Петербурга и Лен. области? Или он безлимитный по всей России?";['добрый', 'вечер', 'списываться', 'деньга', 'тариф', 'юпитер', 'пользование', 'интернет', 'g', 'lte', 'предел', 'санкт', 'петербург', 'лен', 'область', 'безлимитный', 'весь', 'россия'];добрый вечер списываться деньга тариф юпитер пользование интернет g lte предел санкт петербург лен область безлимитный весь россия;5;tariffs;0.8435762;-10.310581
а бесплатные минуты остались еще?;['бесплатный', 'минута', 'остаться', 'ещё'];бесплатный минута остаться ещё;6;balance_2;-6.6525016;13.452188
Интернет при настройке запрашивает пин-код. Я его не помню, прошу сообщить;['интернет', 'настройка', 'запрашивать', 'пин', 'код', 'помнить', 'просить', 'сообщить'];интернет настройка запрашивать пин код помнить просить сообщить;4;pin-codes;15.98235;-1.464273
как проверить остаток пакета на Юпитер?;['проверить', 'остаток', 'пакет', 'юпитер'];проверить остаток пакет юпитер;1;balance_1;-12.815439;6.2468877
Не правильно ввел пин код, что делать?;['правильно', 'ввести', 'пин', 'код', 'делать'];правильно ввести пин код делать;4;pin-codes;16.34679;0.9097506
Сколько дается в месяц сообщений на тарифе Фавн?;['сколько', 'даваться', 'месяц', 'сообщение', 'тариф', 'фавн'];сколько даваться месяц сообщение тариф фавн;6;balance_2;-0.9608294;2.953853
минута разговора внутри сети одного оператора цена;['минута', 'разговор', 'внутри', 'сеть', 'оператор', 'цена'];минута разговор внутри сеть оператор цена;2;costs;1.8160737;3.3673158
Не могу активировать сим карту. Не видит сеть Сфера;['мочь', 'активировать', 'сим', 'карта', 'видеть', 'сеть', 'сфера'];мочь активировать сим карта видеть сеть сфера;3;sim-cards;8.487729;14.36626
сегодня купил симку Сфера, установил. Телефон не работает, ничего не запрашивает и сеть не показывает. Помогите разобраться.;['сегодня', 'купить', 'симка', 'сфера', 'установить', 'телефон', 'работать', 'запрашивать', 'сеть', 'показывать', 'помочь', 'разобраться'];сегодня купить симка сфера установить телефон работать запрашивать сеть показывать помочь разобраться;3;sim-cards;6.8885307;0.8178992
Привет, как подключил тариф, так черзе 3 дня по 300 рублей?;['привет', 'подключить', 'тариф', 'черза', 'день', 'рубль'];привет подключить тариф черза день рубль;5;tariffs;2.0961235;-8.2042265
как узнать сколько осталось минут;['узнать', 'сколько', 'остаться', 'минута'];узнать сколько остаться минута;6;balance_2;-6.187156;16.307755
карта заблокирована. Доступны только экстренные вызовы. Что делать? ;['карта', 'заблокировать', 'доступный', 'экстренный', 'вызов', 'делать'];карта заблокировать доступный экстренный вызов делать;3;sim-cards;10.339156;0.5051234
Не могу активирвать сим-карту;['мочь', 'активирвать', 'сим', 'карта'];мочь активирвать сим карта;3;sim-cards;12.014884;9.830103
у мамы Конус сколько мне будет стоить минута разговора;['мама', 'конус', 'сколько', 'стоить', 'минута', 'разговор'];мама конус сколько стоить минута разговор;2;costs;2.4367309;14.755805
Сколько стоят звонки внутри сети или они бесплатны/включены в пакет Сатурн?;['сколько', 'стоять', 'звонок', 'внутри', 'сеть', 'бесплатный', 'включить', 'пакет', 'сатурн'];сколько стоять звонок внутри сеть бесплатный включить пакет сатурн;5;tariffs;-10.945389;-5.5624824
Можете мне сказать стоимость разговоров между Сфера, но с другим регионом?;['мочь', 'сказать', 'стоимость', 'разговор', 'сфера', 'регион'];мочь сказать стоимость разговор сфера регион;5;tariffs;-2.9905782;-10.92905
Тел пишет — не зарегистрирован в сети. Почему?;['тел', 'писать', 'зарегистрировать', 'сеть', 'почему'];тел писать зарегистрировать сеть почему;3;sim-cards;10.303699;-3.4270191
Сколько бесплатных смс у меня осталось?;['сколько', 'бесплатный', 'смс', 'остаться'];сколько бесплатный смс остаться;6;balance_2;-5.8146133;11.066133
хеллоу, у меня тариф Юпитер, если я звоню внутри сети, но в другой регион — это бесплатно?;['хеллоу', 'тариф', 'юпитер', 'звонить', 'внутри', 'сеть', 'регион', 'это', 'бесплатно'];хеллоу тариф юпитер звонить внутри сеть регион это бесплатно;5;tariffs;-1.2336421;-11.273493
Не активируется сим карта более 15-ти минут.Номер 610 не набирается;['активироваться', 'сим', 'карта', 'ти', 'минута', 'номер', 'набираться'];активироваться сим карта ти минута номер набираться;3;sim-cards;8.611227;5.837955
Связь то есть, то нет. Так и должно быть?;['связь', 'должный'];связь должный;3;sim-cards;4.6442857;-3.284858
настройки интернета требуют пин, где взять;['настройка', 'интернет', 'требовать', 'пин', 'взять'];настройка интернет требовать пин взять;4;pin-codes;15.357496;-4.0484366
удалите мой пинкод, надоело;['удалить', 'пинкод', 'надоесть'];удалить пинкод надоесть;4;pin-codes;3.7094603;-2.8124049
Привет, у меня проблема, телефон говорит, что симкарта не опознана (не могу звонить в итоге);['привет', 'проблема', 'телефон', 'говорить', 'симкарта', 'опознать', 'мочь', 'звонить', 'итог'];привет проблема телефон говорить симкарта опознать мочь звонить итог;3;sim-cards;8.395171;-5.822865
В пакет по тарифу входит интернет?;['пакет', 'тариф', 'входить', 'интернет'];пакет тариф входить интернет;5;tariffs;-3.8547013;-6.201129
Вставил сим-карту и телефон не видит сеть;['вставить', 'сим', 'карта', 'телефон', 'видеть', 'сеть'];вставить сим карта телефон видеть сеть;3;sim-cards;8.072286;15.283275
Привет, симка не работает на телефоне.;['привет', 'симка', 'работать', 'телефон'];привет симка работать телефон;3;sim-cards;7.946905;4.844779
а пин, если потерян, восстановить можно?;['пин', 'потерянный', 'восстановить'];пин потерянный восстановить;4;pin-codes;11.560709;-10.697045
Сколько стоит позвонить за границу?;['сколько', 'стоить', 'позвонить', 'граница'];сколько стоить позвонить граница;2;costs;2.261657;15.012489
Взимается ли в принципе плата за смену тарифного плана?;['взиматься', 'принцип', 'плата', 'смена', 'тарифный', 'план'];взиматься принцип плата смена тарифный план;5;tariffs;2.1467721;-3.0603387
Сим карта сама заблокировалась, что делать?;['сим', 'карта', 'заблокироваться', 'делать'];сим карта заблокироваться делать;3;sim-cards;11.775155;10.608295
сколько ждать пока симка зарегится?;['сколько', 'ждать', 'пока', 'симка', 'зарегиться'];сколько ждать пока симка зарегиться;2;costs;-0.44408506;4.004237
не могу найти где посмотреть сколько минут осталось!;['мочь', 'найти', 'посмотреть', 'сколько', 'минута', 'остаться'];мочь найти посмотреть сколько минута остаться;6;balance_2;-6.4185624;12.356927
я бы хотел узнать, сколько стоит звонок в москву на моем тарифе. Тариф - Амур;['хотеть', 'узнать', 'сколько', 'стоить', 'звонок', 'москва', 'тариф', 'тариф', 'амур'];хотеть узнать сколько стоить звонок москва тариф тариф амур;2;costs;0.60359627;9.225022
Привет, подскажите перечень услуг, входящих в пакет!;['привет', 'подсказать', 'перечень', 'услуга', 'входящий', 'пакет'];привет подсказать перечень услуга входящий пакет;5;tariffs;-0.9637802;-3.0239549
Как проверить остатки пакетов на тарифе Сатурн;['проверить', 'остаток', 'пакет', 'тариф', 'сатурн'];проверить остаток пакет тариф сатурн;1;balance_1;-15.1633;5.3199544
Здрасьте, очень интересно узнать как мне на моем тарифе Плутон посмотреть остаток минут и смс. Если что - мой номер телефона - +79213160077;['здравствуй', 'очень', 'интересно', 'узнать', 'тариф', 'плутон', 'посмотреть', 'остаток', 'минута', 'смс', 'номер', 'телефон'];здравствуй очень интересно узнать тариф плутон посмотреть остаток минута смс номер телефон;1;balance_1;-10.566831;1.2838832
а запрос пина как убрать?;['запрос', 'пина', 'убрать'];запрос пина убрать;4;pin-codes;5.827658;-9.912385
а где пин узнать?;['пин', 'узнать'];пин узнать;4;pin-codes;15.84888;-6.652853
Добрый день, почему не работает сим. Вообще!;['добрый', 'день', 'почему', 'работать', 'сим', 'вообще'];добрый день почему работать сим вообще;3;sim-cards;8.691432;7.309458
Если я катаюсь по России - сколько будут стоить сообщения и звонки?;['кататься', 'россия', 'сколько', 'стоить', 'сообщение', 'звонок'];кататься россия сколько стоить сообщение звонок;2;costs;2.1618514;8.998517
Здравствуйте. Купила вашу сим карту сегодня, теперь не могу разобраться как подключить её. Не знала, что продавец мог помочь ее активировать;['здравствуйте', 'купить', 'ваш', 'сим', 'карта', 'сегодня', 'мочь', 'разобраться', 'подключить', 'её', 'знать', 'продавец', 'мочь', 'помочь', 'активировать'];здравствуйте купить ваш сим карта сегодня мочь разобраться подключить её знать продавец мочь помочь активировать;3;sim-cards;9.091744;4.6930146
Слышал, что вырастет цена если уеду из дома, подскажите как и что будет;['слышать', 'вырасти', 'цена', 'уехать', 'дом', 'подсказать'];слышать вырасти цена уехать дом подсказать;5;tariffs;2.926593;-5.6093683
ну.. сколько стоят звонки в Питер или Москву?;['сколько', 'стоять', 'звонок', 'питер', 'москва'];сколько стоять звонок питер москва;5;tariffs;-7.076346;-8.86452
привет! телефон не видит сим, что делать?;['привет', 'телефон', 'видеть', 'сим', 'делать'];привет телефон видеть сим делать;3;sim-cards;12.316401;8.153444
Если тариф Сатурн и звонить и отправлять смс по России разным операторам, то оплата все равно 0?;['тариф', 'сатурн', 'звонить', 'отправлять', 'смс', 'россия', 'разный', 'оператор', 'оплата', 'всё', 'равно'];тариф сатурн звонить отправлять смс россия разный оператор оплата всё равно;5;tariffs;-3.8772879;-7.900191
телефон не видит сеть или симку, или она не работате, что делать?;['телефон', 'видеть', 'сеть', 'симка', 'работат', 'делать'];телефон видеть сеть симка работат делать;3;sim-cards;6.024768;3.6406703
На тарифе Сатурн входящие 5р, а исходящие 400?;['тариф', 'сатурн', 'входящий', 'р', 'исходящий'];тариф сатурн входящий р исходящий;5;tariffs;-8.550238;-8.620632
Меня интересует какие именно звонки входят в абонентскую плату на ТП Сатурн?;['интересовать', 'именно', 'звонок', 'входить', 'абонентский', 'плата', 'тп', 'сатурн'];интересовать именно звонок входить абонентский плата тп сатурн;5;tariffs;-4.339684;-11.569116
интернет просит пин;['интернет', 'просить', 'пин'];интернет просить пин;4;pin-codes;14.293093;-6.6265435
привет,  хочу отправить mms за границу сколько это может стоить? ;['привет', 'хотеть', 'отправить', 'mms', 'граница', 'сколько', 'это', 'мочь', 'стоить'];привет хотеть отправить mms граница сколько это мочь стоить;2;costs;3.0024204;5.5834036
тариф Юпитер . что будет когда кончаться бесплатные минуты ?;['тариф', 'юпитер', 'кончаться', 'бесплатный', 'минута'];тариф юпитер кончаться бесплатный минута;6;balance_2;-4.8770957;4.9703293
Здравствуйте. Телефон не видит приобретенную сим карту Вашего оператора. Причем другие сим-карты он воспринимает. Как быть?;['здравствуйте', 'телефон', 'видеть', 'приобрести', 'сим', 'карта', 'ваш', 'оператор', 'причём', 'сим', 'карта', 'воспринимать'];здравствуйте телефон видеть приобрести сим карта ваш оператор причём сим карта воспринимать;3;sim-cards;9.642399;12.702822
Телефон не видит Сим карту;['телефон', 'видеть', 'сим', 'карта'];телефон видеть сим карта;3;sim-cards;7.83871;15.906904
стоимость звонков на моем тарифе;['стоимость', 'звонок', 'тариф'];стоимость звонок тариф;5;tariffs;-18.794804;-3.8101597
Что надо набрать, чтобы узнать, сколько осталось минут? ;['набрать', 'узнать', 'сколько', 'остаться', 'минута'];набрать узнать сколько остаться минута;6;balance_2;-6.367321;15.830674
Сколько стоит позвонить?;['сколько', 'стоить', 'позвонить'];сколько стоить позвонить;2;costs;1.2838007;16.34249
глючит симка;['глючить', 'симка'];глючить симка;3;sim-cards;6.191979;-4.583807
Где посмотреть какое количество смс в остатке по моему тарифу?;['посмотреть', 'количество', 'смс', 'остаток', 'тариф'];посмотреть количество смс остаток тариф;1;balance_1;-8.197524;2.499659
мой пакет предусматривает не только смс и интернет, но и звонки. Сколько минут я могу разговаривать в рамках пакета?;['пакет', 'предусматривать', 'смс', 'интернет', 'звонок', 'сколько', 'минута', 'мочь', 'разговаривать', 'рамка', 'пакет'];пакет предусматривать смс интернет звонок сколько минута мочь разговаривать рамка пакет;6;balance_2;-4.2528763;4.529142
pin-код пропал, как поступить?;['pin', 'код', 'пропасть', 'поступить'];pin код пропасть поступить;4;pin-codes;10.618439;-11.251271
Во сколько мне обойдется переход на другой тариф, на звони своим?;['сколько', 'обойтись', 'переход', 'тариф', 'звонить', 'свой'];сколько обойтись переход тариф звонить свой;2;costs;1.2557446;2.7909849
в поездках, стоимость интернета какова?;['поездка', 'стоимость', 'интернет', 'каков'];поездка стоимость интернет каков;5;tariffs;-0.60991985;-12.593935
запрос пина на телефоне, чего делать;['запрос', 'пина', 'телефон', 'делать'];запрос пина телефон делать;3;sim-cards;10.217603;-6.1791534
стоимость звонков внутри сети разная?;['стоимость', 'звонок', 'внутри', 'сеть', 'разный'];стоимость звонок внутри сеть разный;5;tariffs;-12.797342;-9.563801
какой тариф на разговоры с Деймос по европе;['тариф', 'разговор', 'деймос', 'европа'];тариф разговор деймос европа;2;costs;1.8888439;1.6524694
купил сим карту, вставил в телефон, ничего не работает! что делать?;['купить', 'сим', 'карта', 'вставить', 'телефон', 'работать', 'делать'];купить сим карта вставить телефон работать делать;3;sim-cards;8.571861;14.228332
Подскажите остаток трафика на тарифе Сатурн!;['подсказать', 'остаток', 'трафик', 'тариф', 'сатурн'];подсказать остаток трафик тариф сатурн;1;balance_1;-11.775656;2.1891701
Здравствуйте, работает, но симку не находит. Спасибо.;['здравствуйте', 'работать', 'симка', 'находить', 'спасибо'];здравствуйте работать симка находить спасибо;3;sim-cards;8.620455;0.08059694
Симка перестала работать. Куда можно обратиться за помощью?;['симка', 'перестать', 'работать', 'обратиться', 'помощь'];симка перестать работать обратиться помощь;3;sim-cards;10.071256;-1.1421102
Не работает связь в роуминге - Москва. Телефон обычный, не Уран, 3G нет. Правильно понимаю, что и не будет работать? Спасибо;['работать', 'связь', 'роуминг', 'москва', 'телефон', 'обычный', 'уран', 'g', 'правильно', 'понимать', 'работать', 'спасибо'];работать связь роуминг москва телефон обычный уран g правильно понимать работать спасибо;3;sim-cards;8.845638;-1.3828641
Добрый день, как я могу контролировать баланс бесплатных минут и смс на тарифе Плутон?;['добрый', 'день', 'мочь', 'контролировать', 'баланс', 'бесплатный', 'минута', 'смс', 'тариф', 'плутон'];добрый день мочь контролировать баланс бесплатный минута смс тариф плутон;5;tariffs;-10.230465;-2.3612483
только что пытаюсь активировать сим карту с этим номером не получается;['пытаться', 'активировать', 'сим', 'карта', 'это', 'номер', 'получаться'];пытаться активировать сим карта это номер получаться;3;sim-cards;11.694045;7.9159927
звоню только по региону, сколько это стоит на тарифе Геркулес?;['звонить', 'регион', 'сколько', 'это', 'стоить', 'тариф', 'геркулес'];звонить регион сколько это стоить тариф геркулес;2;costs;2.3995364;6.3402667
Здравствуйте Как узнать сколько минут осталось по тарифу;['здравствуйте', 'узнать', 'сколько', 'минута', 'остаться', 'тариф'];здравствуйте узнать сколько минута остаться тариф;6;balance_2;-6.405052;15.699491
мне кажется, у меня кончились минуты — как посмотреть?;['казаться', 'кончиться', 'минута', 'посмотреть'];казаться кончиться минута посмотреть;6;balance_2;-1.4235332;0.37074918
Подскажите какой остаток по тарийу на +79213160077.;['подсказать', 'остаток', 'тарий'];подсказать остаток тарий;1;balance_1;-6.839325;2.3938649
Есть ли команда, по которой можно узнать доступное кол-во минут?;['команда', 'который', 'узнать', 'доступный', 'кол', 'минута'];команда который узнать доступный кол минута;6;balance_2;-1.4496262;0.03754441
вы продали мне нерабочую сим-карту;['продать', 'нерабочий', 'сим', 'карта'];продать нерабочий сим карта;3;sim-cards;11.334954;6.8023186
 Здравствуйте! У меня тариф Уран, во время пребывания в Москве стоимость связи будет такая, как указана на сайте в разделе роуминг по России или другая?;['здравствуйте', 'тариф', 'уран', 'время', 'пребывание', 'москва', 'стоимость', 'связь', 'указать', 'сайт', 'раздел', 'роуминг', 'россия'];здравствуйте тариф уран время пребывание москва стоимость связь указать сайт раздел роуминг россия;5;tariffs;-2.3981411;-10.5671215
я расходую минуты в пакете Плутон при  звонках на Сфера?;['расходовать', 'минута', 'пакет', 'плутон', 'звонок', 'сфера'];расходовать минута пакет плутон звонок сфера;5;tariffs;-9.578165;-5.7371497
доброе утро,подскажите тариф Плутон-безлимит на Сфера? а 300 минут -это на др.операторов?;['добрый', 'утро', 'подсказать', 'тариф', 'плутон', 'безлимит', 'сфера', 'минута', 'это', 'др', 'оператор'];добрый утро подсказать тариф плутон безлимит сфера минута это др оператор;5;tariffs;-9.39022;-6.9642406
У меня Сатурн, сколько минута по Удмуртии?;['сатурн', 'сколько', 'минута', 'удмуртия'];сатурн сколько минута удмуртия;6;balance_2;-4.465455;7.3654637
У меня заблокирована сим, почему?;['заблокировать', 'сим', 'почему'];заблокировать сим почему;3;sim-cards;7.7992587;1.4412011
По какому телефону мне могут сообщить остатки пакета по тарифу?;['телефон', 'мочь', 'сообщить', 'остаток', 'пакет', 'тариф'];телефон мочь сообщить остаток пакет тариф;1;balance_1;-8.070806;4.7055836
Абонентская плата списывается даже если телефоном не пользуюсь, тариф Марс?;['абонентский', 'плата', 'списываться', 'телефон', 'пользоваться', 'тариф', 'марс'];абонентский плата списываться телефон пользоваться тариф марс;5;tariffs;0.9404445;-10.470782
И сколько будет стоить звонок бабушке в Москву?;['сколько', 'стоить', 'звонок', 'бабушка', 'москва'];сколько стоить звонок бабушка москва;2;costs;2.3867526;11.100335
Если я звоню из Челябинска в Ульяновск, то это тариф межгорода из информации с сайта?;['звонить', 'челябинск', 'ульяновск', 'это', 'тариф', 'межгород', 'информация', 'сайт'];звонить челябинск ульяновск это тариф межгород информация сайт;5;tariffs;1.9822197;-7.1492076
" здравствуйте! скажите, когда на моем тарифе кончится услуга ""Сатурн"", сколько будет стоит смс?";['здравствуйте', 'сказать', 'тариф', 'кончиться', 'услуга', 'сатурн', 'сколько', 'стоить', 'смс'];здравствуйте сказать тариф кончиться услуга сатурн сколько стоить смс;2;costs;2.0361037;8.227378
сколько осталось интернета на номере 322-223-322;['сколько', 'остаться', 'интернет', 'номер'];сколько остаться интернет номер;6;balance_2;-5.94142;11.444096
еду в Москву, сколько будет стоить мой тариф?;['еда', 'москва', 'сколько', 'стоить', 'тариф'];еда москва сколько стоить тариф;2;costs;3.0887613;11.5725565
дайте инфу по Сатурн, цены, сроки;['дать', 'инф', 'сатурн', 'цена', 'срок'];дать инф сатурн цена срок;5;tariffs;1.7553003;-5.983236
я должна дополнительно платить за звонки на Сфера Читинский или это входит в минуты из пакета?;['должный', 'дополнительно', 'платить', 'звонок', 'сфера', 'читинский', 'это', 'входить', 'минута', 'пакет'];должный дополнительно платить звонок сфера читинский это входить минута пакет;5;tariffs;-4.263731;-3.4670005
Здравствуйте, сегодня подал заявление на перевод номера, дали симку со временным номером, но антенна не появляется?;['здравствуйте', 'сегодня', 'подать', 'заявление', 'перевод', 'номер', 'дать', 'симка', 'временной', 'номер', 'антенна', 'появляться'];здравствуйте сегодня подать заявление перевод номер дать симка временной номер антенна появляться;5;tariffs;4.9296393;-6.7061644
Здравствуйте, мой телефон не видлит сим-карту Сфера. Что мне нужно сделать, чтобы все заработало?;['здравствуйте', 'телефон', 'видлить', 'сим', 'карта', 'сфера', 'нужно', 'сделать', 'всё', 'заработать'];здравствуйте телефон видлить сим карта сфера нужно сделать всё заработать;3;sim-cards;8.817864;7.2020645
У меня тариф Плутон. В какую цену звонок другому оператору?;['тариф', 'плутон', 'цена', 'звонок', 'оператор'];тариф плутон цена звонок оператор;5;tariffs;-18.16602;-3.6296191
какие условия роуминга по Росии на тарифе Сатурн?;['условие', 'роуминг', 'росий', 'тариф', 'сатурн'];условие роуминг росий тариф сатурн;5;tariffs;-3.9718254;-7.6415668
Цена смс и звонков в европе;['цена', 'смс', 'звонок', 'европа'];цена смс звонок европа;5;tariffs;-4.9689317;-11.354739
привет не работает симкарта телефон не видит;['привет', 'работать', 'симкарта', 'телефон', 'видеть'];привет работать симкарта телефон видеть;3;sim-cards;6.7873387;3.8738835
Сколько бесплатных минут у меня осталось по тарифу?;['сколько', 'бесплатный', 'минута', 'остаться', 'тариф'];сколько бесплатный минута остаться тариф;6;balance_2;-6.605975;14.958395
если я буду звонить в Челябинск и Орел, стоимость за минуту разговора будет одинаковой?;['звонить', 'челябинск', 'орёл', 'стоимость', 'минута', 'разговор', 'одинаковый'];звонить челябинск орёл стоимость минута разговор одинаковый;2;costs;1.2590923;3.1240287
сколько за минуту берут на моем тарифе?;['сколько', 'минута', 'брать', 'тариф'];сколько минута брать тариф;6;balance_2;-4.7592144;6.8462396
у меня симка все время пин-код требует, как его выключить?;['симка', 'всё', 'время', 'пин', 'код', 'требовать', 'выключить'];симка всё время пин код требовать выключить;4;pin-codes;15.292115;-4.1460457
Входят ли звонки на Фобос номер в тариф Сатурн?;['входить', 'звонок', 'фобос', 'номер', 'тариф', 'сатурн'];входить звонок фобос номер тариф сатурн;5;tariffs;-10.448918;-8.866047
как тарифы в отечественном роуминге? На ТП Аполлон?;['тариф', 'отечественный', 'роуминг', 'тп', 'аполлон'];тариф отечественный роуминг тп аполлон;5;tariffs;-1.5510886;-9.41814
где узнать сколько осталось пакетов по тарифному плану?;['узнать', 'сколько', 'остаться', 'пакет', 'тарифный', 'план'];узнать сколько остаться пакет тарифный план;6;balance_2;-6.677567;14.01043
привет, как я могу узнать свой остаток по тарифу? У меня Сатурн;['привет', 'мочь', 'узнать', 'свой', 'остаток', 'тариф', 'сатурн'];привет мочь узнать свой остаток тариф сатурн;1;balance_1;-11.782926;2.9612443
Здравствуйте, хотелось бы узнать об остатке на моем тарифе. Мой номер телефона +79213160077, тариф - Сатурн;['здравствуйте', 'хотеться', 'узнать', 'остаток', 'тариф', 'номер', 'телефон', 'тариф', 'сатурн'];здравствуйте хотеться узнать остаток тариф номер телефон тариф сатурн;1;balance_1;-12.203335;2.5427222
 В тарифе Плутон звонки на Сфера не ограничены??;['тариф', 'плутон', 'звонок', 'сфера', 'ограничить'];тариф плутон звонок сфера ограничить;5;tariffs;-16.14335;-4.4861116
"Здравствуйте. Подскажите, стоимость минуты при звонках на стационарные телефоны других регионов на тарифном плане ""Юпитер""";['здравствуйте', 'подсказать', 'стоимость', 'минута', 'звонок', 'стационарный', 'телефон', 'регион', 'тарифный', 'план', 'юпитер'];здравствуйте подсказать стоимость минута звонок стационарный телефон регион тарифный план юпитер;5;tariffs;-7.877468;-5.904316
а сколько стоит минута разговора?;['сколько', 'стоить', 'минута', 'разговор'];сколько стоить минута разговор;2;costs;1.0992007;16.60775
Не могу активировать сим;['мочь', 'активировать', 'сим'];мочь активировать сим;3;sim-cards;12.153331;8.950164
сколько еще интернета есть;['сколько', 'ещё', 'интернет'];сколько ещё интернет;6;balance_2;-2.2378192;4.9046235
хочу перейти на тариф Плутон , сколько это стоит;['хотеть', 'перейти', 'тариф', 'плутон', 'сколько', 'это', 'стоить'];хотеть перейти тариф плутон сколько это стоить;2;costs;0.05262009;8.484142
как проверить остатки минут,трафика,смс?;['проверить', 'остаток', 'минута', 'трафик', 'смс'];проверить остаток минута трафик смс;1;balance_1;-12.397813;6.0658216
где посмотреть сколько смс можно ещё отправить чтобы беслпатно было;['посмотреть', 'сколько', 'смс', 'ещё', 'отправить', 'беслпатный'];посмотреть сколько смс ещё отправить беслпатный;6;balance_2;-2.1710067;4.4725986
Добрый вечер! Как мне узнать остаток пакета по тарифу Сатурн?;['добрый', 'вечер', 'узнать', 'остаток', 'пакет', 'тариф', 'сатурн'];добрый вечер узнать остаток пакет тариф сатурн;1;balance_1;-15.16005;5.497628
У меня тарифный план Юпитер, подскажите сколько там минут осталось;['тарифный', 'план', 'юпитер', 'подсказать', 'сколько', 'минута', 'остаться'];тарифный план юпитер подсказать сколько минута остаться;6;balance_2;-6.326013;12.208012
У меня Юпитер, как просмотреть отстаток тарифа?;['юпитер', 'просмотреть', 'отстатка', 'тариф'];юпитер просмотреть отстатка тариф;5;tariffs;1.4031552;-6.9100347
Привет, мне нужно знать остаток пакета .Мой тариф Сатурн. Как это сделать?;['привет', 'нужно', 'знать', 'остаток', 'пакет', 'тариф', 'сатурн', 'это', 'сделать'];привет нужно знать остаток пакет тариф сатурн это сделать;1;balance_1;-10.472798;2.0075939
Хочу отключить пинкод;['хотеть', 'отключить', 'пинкод'];хотеть отключить пинкод;4;pin-codes;6.3168344;-10.887837
в моём тарифе Плутон сколько остаётся звонить?;['тариф', 'плутон', 'сколько', 'оставаться', 'звонить'];тариф плутон сколько оставаться звонить;5;tariffs;-12.0063;-6.6557555
остаток пакета где могу лицезреть;['остаток', 'пакет', 'мочь', 'лицезреть'];остаток пакет мочь лицезреть;1;balance_1;-8.488453;4.4661403
вставляю симку говорит нет сети, что делать;['вставлять', 'симка', 'говорить', 'сеть', 'делать'];вставлять симка говорить сеть делать;3;sim-cards;10.744395;-4.9232454
Возможно ли узнать информацию по тарифу, интересует только остатки;['возможно', 'узнать', 'информация', 'тариф', 'интересовать', 'остаток'];возможно узнать информация тариф интересовать остаток;1;balance_1;-7.4941864;2.4717584
Где я могу получить информацию о составе пакета Юпитер?;['мочь', 'получить', 'информация', 'состав', 'пакет', 'юпитер'];мочь получить информация состав пакет юпитер;1;balance_1;-0.30923566;-1.7605313
не доступна сеть, уже много времени с момента покупки симки прошло;['доступный', 'сеть', 'время', 'момент', 'покупка', 'симка', 'пройти'];доступный сеть время момент покупка симка пройти;3;sim-cards;6.9919147;-5.088133
